100,0.694336,0.560059,-0.158691,-6.34766,-41.0767,-95.2148,45.6211,13.2,-83.9391,4.00302,0,28.0117
100,0.678223,0.579102,-0.151855,-5.61523,-38.5742,-88.501,47.0156,12.525,-81.791,4.00302,0,27.9877
100,0.656738,0.589355,-0.153809,-2.56348,-35.5835,-80.8716,45.2227,12.15,-82.2867,4.00302,0,27.9848
100,0.644043,0.587891,-0.155762,2.62451,-32.4097,-72.3267,44.8242,12.525,-81.791,4.00302,0,27.9907
100,0.633789,0.582031,-0.161133,7.69043,-29.0527,-62.9883,46.0195,12.525,-81.791,4.00302,0,27.9848
100,0.629395,0.571289,-0.162598,11.5967,-25.6348,-53.4058,44.625,13.275,-82.7824,4.00302,0,27.9788
100,0.621094,0.558105,-0.154297,14.2212,-22.1558,-43.5791,45.6211,12.75,-81.6258,4.00697,0,27.9907
100,0.615234,0.551758,-0.154297,15.1367,-18.2495,-33.9355,45.6211,12.675,-83.7738,4.00697,0,27.9758
100,0.599121,0.54541,-0.14209,15.9302,-13.7939,-23.8037,45.8203,12.675,-83.1129,4.00302,0,27.9818
100,0.606934,0.550293,-0.156738,15.625,-7.69043,-13.855,44.2266,12.75,-82.9477,4.00302,0,27.9907
100,0.62207,0.553711,-0.173828,17.1509,-1.83105,-3.60107,46.8164,12.75,-84.6,4.00302,0,27.9967
100,0.624023,0.552734,-0.180176,19.8364,3.23486,6.89697,46.6172,12.6,-83.1129,4.00302,0,27.9937
100,0.627441,0.546387,-0.17627,23.5596,8.42285,18.4326,46.0195,12.6,-83.2781,4.00302,0,27.9848
100,0.649902,0.550293,-0.15918,27.2217,14.0991,30.8228,45.4219,13.125,-82.452,4.00697,0,27.9668
100,0.713867,0.544434,-0.140137,29.9072,20.3857,44.1284,46.0195,12.45,-82.6172,4.00697,0,27.9877
100,0.782227,0.536621,-0.120117,30.8228,27.1606,59.1431,47.2148,12.675,-82.7824,4.00697,0,27.9848
100,0.839355,0.535156,-0.123047,31.6772,34.3628,75.3784,48.2109,12.675,-83.4434,4.00697,0,27.9877
100,0.872559,0.496094,-0.117676,33.2642,41.0767,90.7593,48.0117,13.35,-82.9477,4.00302,0,27.9788
100,0.865234,0.40918,-0.114746,32.8369,47.1191,104.919,48.8086,12.825,-83.4434,4.00302,0,27.9937
100,0.851074,0.34375,-0.114258,28.9917,53.5278,118.042,48.6094,12.225,-82.1215,4.00302,0,27.9967
100,0.861816,0.334473,-0.121582,21.9116,60.1807,128.418,0.398438,11.85,-80.9648,4.00302,0,27.9907
100,0.902344,0.339355,-0.134766,16.3574,66.5894,134.399,101.203,12.45,-80.9648,4.00302,0,27.9848
100,0.932617,0.327148,-0.148926,15.1367,70.6787,137.268,50.6016,12.3,-81.2953,4.00302,0,27.9728
100,0.949219,0.265625,-0.177246,20.1416,71.8994,139.343,1.39453,11.4,-81.9563,4.00302,0,27.9818
100,0.923828,0.220215,-0.150879,31.1279,69.2139,143.616,51.1992,11.775,-82.1215,4.00302,0,27.9638
100,0.906738,0.196777,-0.137695,36.6211,65.918,146.545,52.3945,11.925,-79.4777,4.00697,0,27.9907
100,0.887207,0.156738,-0.0976563,41.4429,61.3403,147.705,53.7891,11.175,-80.4691,4.00697,0,27.9877
100,0.868652,0.0976563,-0.078125,39.3066,56.4575,147.034,54.7852,11.25,-80.9648,4.00302,0,27.9907
100,0.870117,0.0332031,-0.0478516,29.4189,52.3682,145.874,55.3828,11.175,-80.1387,4.00302,0,27.9877
100,0.922852,0.0224609,-0.0458984,11.6577,49.9878,144.958,56.9766,11.25,-79.9734,4.00697,0,27.9668
100,1.00879,0.0336914,-0.065918,-9.64355,48.8892,143.921,58.9688,11.1,-78.6516,4.00302,0,27.9848
