100,1.29443,0.311035,0.0649414,81.8481,5.5542,-102.295,11.1,15.525,-6.525,3.84906,0,31.4921
100,1.32422,0.291504,0.0693359,77.1484,4.21143,-116.516,10.575,15.6,-7.2,3.84906,0,31.5101
100,1.34277,0.280762,0.0722656,70.1294,3.05176,-130.737,10.2,16.575,-6.975,3.84906,0,31.5101
100,1.39697,0.27832,0.0869141,62.439,2.56348,-144.836,9.975,16.5,-6.9,3.84906,0,31.5071
100,1.51709,0.284668,0.119141,54.3823,2.56348,-158.02,9.45,16.425,-7.275,3.84906,0,31.4891
100,1.64648,0.289551,0.145508,46.6919,3.78418,-170.471,9.075,16.95,-7.2,3.84906,0,31.5011
100,1.68848,0.288086,0.139648,40.7715,6.65283,-181.824,8.4,16.725,-7.725,3.84906,0,31.5191
100,1.61963,0.286621,0.104004,36.6211,10.1929,-192.322,7.95,17.7,-8.4,3.84906,0,31.5011
100,1.50049,0.293945,0.0639648,34.3018,13.916,-201.538,7.875,17.85,-8.85,3.84906,0,31.5101
100,1.38916,0.312012,0.0244141,34.8511,17.0288,-209.717,7.05,18.375,-8.775,3.84906,0,31.5251
100,1.28662,0.322266,0.00146484,40.1611,19.4702,-216.431,6.9,18.3,-8.55,3.85301,0,31.5191
100,1.21191,0.325195,0.00390625,49.0112,21.0571,-221.375,5.4,18.6,-8.4,3.84906,0,31.5191
100,1.16211,0.314941,0.0175781,58.6548,21.9727,-224.182,5.175,19.65,-9.15,3.84906,0,31.5071
100,1.13037,0.310059,0.046875,67.1997,22.3999,-225.037,5.475,20.325,-8.475,3.84906,0,31.5131
100,1.10938,0.308105,0.0732422,74.2798,21.9727,-224.182,4.65,20.325,-8.625,3.84906,0,31.5071
100,1.09814,0.310059,0.104004,80.3223,21.0571,-222.046,4.05,21,-9.15,3.84906,0,31.5071
100,1.08887,0.304199,0.125977,84.8999,20.0806,-218.75,4.275,21.9,-9.75,3.84906,0,31.5161
100,1.09521,0.29248,0.144531,86.3037,19.2261,-214.539,3.45,22.575,-9.525,3.84906,0,31.4771
